x0,v0,V0,x0_scale,gamma,trajectory_type
1.95212,-4.03526,1.61647,0.902352,0.352972,diverging
-1.07926,-2.06739,1.6179,1.02051,0.68145,oscillating
0.427695,0.0137436,1.07484,1.37991,0.352005,converging
-0.2854,4.11602,1.44308,1.42118,0.544189,diverging
-0.287924,-2.13941,1.17788,0.582423,0.258032,diverging
-0.291038,2.86846,1.16256,1.29835,0.135058,diverging
-0.0511957,3.40907,2.56656,1.23108,0.0561038,diverging
0.560703,1.42527,1.08285,0.883414,0.0786889,diverging
-1.08035,-4.8588,1.7191,1.5098,0.339059,diverging
-0.962072,-2.60694,1.34826,0.979769,0.397172,diverging
0.483899,0.612283,1.66994,0.739687,0.627413,converging
-0.256657,-0.589877,0.764588,1.17884,0.391628,converging
1.21913,1.81168,0.564569,1.33449,0.234389,diverging
-1.27088,-1.31049,1.64129,1.38817,0.279463,oscillating
-1.37531,-2.4181,1.1105,1.08158,0.600284,diverging
0.163671,-0.190327,1.98286,1.47988,0.0447192,converging
0.0382214,-1.49371,1.1293,0.988219,0.759815,converging
-0.141279,-2.29299,1.38099,0.737296,0.586428,oscillating
-0.528077,-2.32783,1.12418,0.736126,0.432434,diverging
1.47107,3.71959,1.01151,0.63417,0.38026,diverging
1.41871,-3.93824,1.54427,0.773523,0.46705,diverging
0.558233,2.75261,1.56033,1.09182,0.290285,diverging
0.5345,1.65059,1.65296,1.08027,0.136099,oscillating
-1.84703,0.725344,2.34432,1.13062,0.41973,converging
-1.87346,0.398072,1.00005,1.24556,0.672108,converging
-0.61442,0.528166,1.22652,1.21489,0.0998014,oscillating
-1.81623,0.495598,1.52938,1.35085,0.849097,converging
-0.804129,-0.441424,1.26319,0.646814,0.615422,converging
-0.227239,-2.36402,1.36482,1.26457,0.570801,oscillating
0.391079,0.895822,1.62975,1.14839,0.690935,converging
0.754491,1.157,0.808637,1.39805,0.759788,converging
1.01757,0.342101,1.10358,1.38917,0.254784,converging
-0.762935,-2.76359,1.49257,1.05446,0.354216,diverging
-0.126323,-0.927768,1.4111,0.919569,0.367315,converging
0.689129,-0.571648,1.09749,0.974122,0.0372784,oscillating
-1.64108,-1.66239,1.85532,1.55127,0.118295,diverging
1.30055,-1.60107,1.58788,0.810313,0.301874,oscillating
1.94982,-3.28701,1.81595,1.31163,0.0372062,diverging
-0.541284,1.01176,1.31421,0.586048,0.460203,converging
-0.961497,1.09347,1.01565,0.879467,0.653791,converging
0.966611,-1.53099,1.24431,1.11376,0.308123,oscillating
-1.36224,-3.85969,1.9205,1.17318,0.290715,diverging
-0.00315128,-0.0657013,1.44301,0.481468,0.346488,converging
-0.261657,3.1331,1.08683,1.18003,0.38806,diverging
1.5063,-4.61997,1.73425,1.06217,0.390516,diverging
1.59626,4.76901,1.53202,0.955173,0.141175,diverging
0.874407,-1.01857,1.54888,0.835579,0.583315,converging
0.791662,1.74905,1.45798,1.43785,0.194278,oscillating
1.08003,1.516,1.66885,0.870578,0.243775,oscillating
-0.841493,0.789767,1.66991,0.971345,0.183165,oscillating
-0.459226,-0.768424,1.34106,0.832451,0.0832975,oscillating
1.16426,1.74266,0.60411,1.6043,0.0224968,diverging
-0.4632,-2.15004,2.64105,0.401218,0.327952,diverging
-0.102874,-2.58784,2.01187,1.54704,0.554917,converging
-0.61941,2.35792,1.04551,1.2498,0.59784,converging
-0.763114,-1.31782,2.00543,1.51894,0.257079,oscillating
1.40226,-1.81311,1.59045,1.19176,0.873397,converging
1.47922,-0.0718414,1.31706,1.13608,0.536497,converging
-2.3758,-2.29316,1.41448,1.19845,0.275872,diverging
0.561512,0.397173,1.77847,0.823673,0.400063,converging
-0.188976,3.66793,2.41449,0.655108,0.264427,diverging
0.350888,2.75217,1.98394,0.961997,0.251673,diverging
-1.376,-1.27378,1.58131,0.849584,0.182902,diverging
1.43838,2.04147,1.11043,1.43961,0.343501,diverging
0.191632,-3.65806,1.07208,1.15148,0.210644,diverging
-0.153166,-2.82054,2.23473,0.728375,0.581127,oscillating
-0.14125,-3.39611,2.18262,1.02123,0.331772,diverging
1.57805,4.68442,1.21149,1.05924,0.928792,diverging
-2.66813,2.57965,1.6377,0.832162,0.446511,converging
-1.20289,0.242116,1.27422,1.14457,0.209356,oscillating
-0.675009,-2.67875,2.20521,0.885567,0.52461,oscillating
-0.597774,-6.82118,1.22296,0.795814,0.22662,diverging
1.09791,2.35961,0.655876,0.960653,0.0791956,diverging
0.246751,-2.00659,1.80586,1.09952,0.361965,oscillating
0.154592,-0.382526,1.80485,0.973624,0.174609,converging
-0.84068,-2.15458,0.668109,0.876027,0.0413528,diverging
-0.0774982,0.966662,1.02921,1.26407,0.572916,converging
-0.0693159,-2.39787,1.3582,0.868093,0.435613,oscillating
-1.12486,-3.69894,1.50722,0.856403,0.579806,diverging
1.87367,-0.862609,0.839694,0.792006,0.216676,oscillating
0.455818,1.23245,1.90692,0.836833,0.422614,converging
-1.46403,0.249677,1.09761,1.45942,0.14957,oscillating
-0.442016,1.07016,1.43851,0.569807,0.112984,oscillating
-0.482361,-2.81061,1.38252,0.74449,0.304942,diverging
-0.313308,1.26636,1.17367,1.02534,0.360595,converging
1.02698,5.42302,0.995545,0.471261,0.656203,diverging
0.0417886,-2.6987,0.824217,0.931499,0.155579,diverging
-1.21772,-1.33607,0.954032,1.47986,0.286734,oscillating
0.660148,2.85975,1.86823,0.763458,0.156525,diverging
-0.779911,3.88276,2.06317,1.2911,0.178085,diverging
-0.342155,2.29194,1.57024,1.18837,0.0759589,diverging
-0.705552,-5.20181,2.2958,1.14926,0.108365,diverging
-0.014817,1.01574,1.82145,1.25026,0.336327,converging
-1.66808,-2.91697,1.24318,0.743745,0.0299975,diverging
-1.88073,3.17006,2.06947,0.804461,0.0728385,diverging
-1.71827,-1.61807,1.38864,1.68176,0.311966,oscillating
2.06546,1.71878,2.46216,1.18479,0.400203,oscillating
-0.0646885,3.54846,1.07868,1.20795,0.141161,diverging
-0.411694,-1.77015,2.66334,1.61757,0.431926,converging
-0.163802,-3.04191,1.30689,1.47073,0.643917,oscillating
0.748827,-0.398491,1.63464,1.12172,0.0301709,oscillating
1.18354,-1.01954,2.17343,1.38023,0.223815,oscillating
-1.69312,-0.277443,1.20959,1.1166,0.133755,oscillating
0.23022,-0.829919,1.46637,1.01537,0.135363,oscillating
0.38538,-0.168083,2.24853,0.467356,0.575767,converging
0.855248,1.08602,1.28367,1.05187,0.453894,converging
-0.447077,-0.32573,1.64053,1.00567,0.165753,converging
0.292989,0.512085,1.08564,1.39716,0.455136,converging
0.144173,-0.792409,1.67798,1.27208,0.675114,converging
1.22052,0.494148,0.767152,0.694378,0.809324,converging
1.5273,0.24772,1.35054,0.849769,0.624409,converging
1.54918,-2.71176,1.18216,1.13903,0.724035,converging
0.0147979,-0.989385,1.00434,0.644149,0.551366,converging
-0.690003,-1.03314,1.49743,0.75811,0.0236945,oscillating
-0.672158,1.58945,1.80166,0.983152,0.179407,oscillating
-0.18618,1.93029,1.48621,0.818701,0.470156,converging
0.17076,-3.67317,1.48227,1.18945,0.140508,diverging
1.46111,5.19358,1.35323,1.03724,0.239852,diverging
-1.05728,1.63692,1.52372,1.39404,0.0683793,diverging
0.425634,-0.535566,1.93887,1.57151,0.272671,converging
1.0194,1.51755,1.64554,0.908935,0.412995,oscillating
-0.865718,5.36571,1.67856,0.547239,0.205212,diverging
-0.383445,1.72373,0.948987,1.08724,0.730656,converging
-1.00689,1.34271,1.26354,0.883413,0.474797,converging
-1.34418,-0.852223,1.26531,1.13855,0.381386,oscillating
1.39433,-0.129671,2.03815,0.796973,0.00996203,oscillating
1.66179,2.86936,2.00828,1.56914,0.171959,diverging
0.321409,3.59816,1.29333,0.825966,0.324312,diverging
-0.641344,1.17965,0.89967,0.705129,0.0470057,oscillating
-1.7958,-0.292271,1.25753,0.701085,0.514481,converging
0.0358145,3.38661,1.71515,0.696362,0.0476909,diverging
-0.153515,0.818196,2.49479,0.874175,0.345955,converging
-1.32764,5.46929,1.41384,0.815662,0.4068,diverging
1.56989,0.430514,1.98459,0.652688,0.21037,oscillating
-1.0498,2.26571,0.760552,1.07268,0.518126,oscillating
-0.0915664,1.17913,1.69062,0.764599,0.683435,converging
-0.730795,3.07275,1.61571,0.76216,0.284975,diverging
-0.243188,2.96002,1.96568,0.900422,0.207702,diverging
-2.23307,1.02198,2.71615,0.728703,0.721002,converging
-0.565464,-2.79841,1.13678,0.926842,0.374638,diverging
0.812268,-1.08949,1.68028,1.00688,0.204102,oscillating
-0.546386,-0.938287,0.888011,1.15339,0.351929,converging
1.25267,2.96256,0.748085,0.503072,0.36239,diverging
-0.592709,0.846838,0.715758,1.04533,0.301892,converging
-0.625151,0.886372,1.23093,0.979243,0.482895,converging
0.0472509,-0.181466,1.48762,1.34072,0.348642,converging
1.5225,-6.41672,2.58231,0.829988,0.206757,diverging
1.60776,1.5492,1.24644,1.1223,0.911883,oscillating
0.23743,4.42847,2.03471,1.00461,0.053698,diverging
-0.440951,5.65121,1.33373,1.09327,0.0727439,diverging
-1.18444,-4.7172,2.0057,1.05254,0.586551,diverging
0.0182966,-0.608802,0.837378,1.33694,0.301435,converging
-0.126095,3.71164,2.23861,0.83085,0.425668,diverging
-0.724374,0.796525,1.58317,1.11951,0.403359,converging
-0.533612,3.29828,2.33899,0.890169,0.243021,diverging
-0.0688688,2.22819,1.46659,1.4493,0.113493,diverging
0.382175,3.27989,0.975853,0.591098,0.0309201,diverging
-0.454058,0.85038,1.95729,0.440457,0.050838,oscillating
1.13012,-1.77798,1.2901,0.887191,0.0945852,diverging
0.242221,-1.08269,1.61412,1.23339,0.772019,converging
-1.05571,-0.0579078,1.52326,0.749184,0.156734,oscillating
-1.26717,6.0789,1.29472,0.508432,0.0371894,diverging
1.15703,6.11618,1.55669,1.09822,0.0249564,diverging
0.219926,-3.37029,1.08247,1.2222,0.281068,diverging
-0.342959,-1.29524,1.1114,0.842219,0.0352387,oscillating
-1.156,-1.02644,2.01326,0.903558,0.17409,oscillating
0.453413,3.25114,2.1531,0.555501,0.12201,diverging
0.217514,0.756008,1.04773,1.04934,0.491836,converging
0.722956,-1.58468,2.12843,1.42233,0.24196,oscillating
-0.997054,0.177885,2.01585,0.893622,0.0928541,oscillating
0.112563,2.44183,0.496834,0.883691,0.079928,diverging
1.54607,-1.19168,1.2604,1.07486,0.296009,oscillating
2.02638,0.584475,1.02344,1.50944,0.575437,oscillating
-0.821482,2.31305,1.66346,0.892931,0.440841,oscillating
-0.248806,2.91028,1.25119,0.663176,0.361604,diverging
1.64336,-3.06865,1.3972,0.835233,0.382026,diverging
-1.31283,0.388004,1.39516,0.783847,0.0199937,oscillating
-0.799679,3.83276,1.60001,1.09596,0.490063,diverging
-0.322087,2.50287,1.34648,1.03732,0.41706,oscillating
0.839684,4.90478,1.15923,1.10006,0.578243,diverging
-1.14387,-2.0394,1.27703,1.18993,0.0674101,diverging
-0.28747,1.11162,2.24347,1.21445,0.143446,oscillating
0.506013,2.71627,1.44675,0.951478,0.21552,diverging
0.961085,-1.46945,1.55128,0.617766,0.897871,converging
1.16266,3.4032,1.15134,0.689183,0.0979509,diverging
0.213109,-0.220786,1.64605,0.812853,0.76481,converging
0.323155,-3.39023,0.862322,1.07281,0.176423,diverging
0.142276,-1.33315,1.30204,0.47758,0.550862,converging
1.00881,0.944029,1.37963,0.881495,0.229821,oscillating
-1.18698,-2.57799,0.592939,1.08521,0.385488,diverging
1.95197,1.55674,1.04217,0.859838,0.491673,diverging
0.841185,-3.41629,1.85079,1.18614,0.428603,diverging
0.52659,-1.48064,2.22631,1.57162,0.300127,converging
0.475233,-0.129524,2.29542,0.79121,0.533549,converging
0.616169,2.00378,2.20974,0.727041,0.193549,diverging
-1.43097,-1.68503,1.60456,1.02599,0.358695,oscillating
-1.00605,3.95634,1.99736,1.49702,0.760319,converging
2.149,1.26092,1.08232,1.11971,0.643974,oscillating
-0.449754,2.24099,2.19688,1.02037,0.311018,oscillating
-1.75191,0.0448667,1.87314,0.809433,0.0963359,oscillating
0.536932,-3.21449,1.73,1.32839,0.136606,diverging
0.100322,1.96182,2.68681,1.7026,0.0529773,oscillating
1.17056,2.95403,1.21466,1.34391,0.11577,diverging
-1.39266,0.929613,2.00028,0.953092,0.580579,converging
-0.401923,-2.54434,1.52147,0.834755,0.0341873,diverging
-0.619842,0.769692,1.36484,1.16663,0.159764,oscillating
0.684044,3.74487,1.39861,1.12277,0.218634,diverging
0.165683,-3.69143,1.07143,0.950122,0.230601,diverging
1.4258,-2.86038,1.35476,0.949337,0.270465,diverging
-0.198841,1.02016,1.22987,1.12614,0.329622,converging
0.83907,-1.42891,1.03405,1.25201,0.00905655,diverging
2.06642,-1.61902,1.97404,1.22333,0.68818,converging
-0.767507,3.00687,1.98584,0.90326,0.531175,oscillating
2.47751,0.983622,0.665319,0.99998,0.536373,oscillating
-2.25449,-0.255724,1.39951,0.845632,0.364416,oscillating
1.77874,0.990203,1.40154,0.625563,0.569376,oscillating
-0.655271,-1.7791,1.22183,1.10893,0.442101,oscillating
-2.24943,4.94853,0.936254,1.03273,0.29249,diverging
1.26289,1.8873,2.36613,0.757531,0.610387,oscillating
-1.2528,-1.52373,0.696899,0.872352,0.35316,diverging
1.00222,1.73313,2.11263,1.25374,0.136602,diverging
0.0993528,-2.37519,2.45229,1.07004,0.506222,converging
-1.10907,-0.0308745,1.82383,1.12992,0.73845,converging
0.691842,-0.19885,1.15984,1.11802,0.21539,converging
0.209842,1.43501,1.39318,1.42258,0.504586,converging
0.793716,0.586291,1.45104,1.12109,0.0232025,oscillating
0.849404,-0.525574,2.4,1.0618,0.237187,converging
2.11778,-1.58472,1.66087,0.882,0.388052,converging
0.0469355,-2.18911,2.22824,1.12644,0.426742,converging
1.21052,-0.742746,0.668024,1.35893,0.136886,oscillating
-1.08286,0.166727,1.36548,1.06212,0.50452,converging
-1.1251,4.73041,1.01013,1.60678,0.341293,diverging
1.47876,1.60041,0.992033,1.12613,0.67709,oscillating
-0.479312,-4.47824,1.57386,1.3157,0.0870027,diverging
-0.0594634,3.33155,1.85621,1.21208,0.846621,converging
0.359534,-4.47142,1.34686,1.48466,0.151722,diverging
0.0803487,2.05021,1.0251,1.05985,0.510272,oscillating
-0.0279001,-0.626476,0.886794,1.24575,0.478451,converging
1.24604,1.99545,2.06486,1.06314,0.365385,oscillating
1.06563,-2.04099,2.54505,1.00718,0.236167,oscillating
-0.307969,1.27804,1.37463,1.08513,0.0984461,oscillating
0.541593,0.0374172,1.72179,1.58245,0.425529,converging
-1.04223,-1.0157,1.5558,0.723221,0.248924,oscillating
1.85766,1.3151,2.74952,0.786267,0.0592017,diverging
0.168075,-1.37833,2.14044,0.680255,0.342659,converging
1.42111,-3.03676,1.76653,1.54578,0.189831,diverging
-0.188437,0.347419,1.73521,0.910179,0.238198,converging
-0.0569668,2.31702,1.11072,0.952137,0.237119,diverging
0.737161,5.23803,2.13523,0.878005,0.426588,diverging
-1.45098,-0.99939,1.51696,1.27258,0.218347,oscillating
-1.19143,2.47389,1.75294,1.39743,0.162685,diverging
-0.921182,-1.16948,0.759345,1.5241,0.0437341,diverging
-0.219715,2.83045,1.58431,1.7291,0.33692,oscillating
0.637925,1.24249,1.48572,1.07316,0.0693831,oscillating
-1.56478,4.4868,1.36713,0.495899,0.331554,diverging
-0.462147,2.62796,1.26444,0.904843,0.394959,oscillating
0.360122,-0.685969,1.33094,0.56556,0.167462,converging
1.67697,2.01388,1.54038,1.08759,0.418386,diverging
0.855104,2.83889,1.41152,0.910852,0.258782,diverging
-2.69446,-0.0446056,1.38104,1.83561,0.261294,oscillating
-0.654059,4.28471,2.03446,0.884135,0.467893,diverging
0.26258,-3.1031,0.625763,0.570571,0.628048,diverging
1.29361,4.83618,2.54044,1.20055,0.59357,diverging
-0.313574,-2.34082,2.15744,1.24859,0.316201,oscillating
0.755057,-2.43088,1.59893,0.752314,0.0163202,diverging
-0.17457,1.05546,0.851679,1.83567,0.508205,converging
-0.0667725,-2.24844,0.533203,1.06397,0.418311,oscillating
-1.15035,2.03276,1.11696,0.736522,0.467469,oscillating
-1.60852,-1.24368,1.85187,0.681459,0.601883,oscillating
-0.193477,-0.024683,1.87332,0.851962,0.466503,converging
1.15323,0.0464146,1.46685,1.27439,0.259655,converging
1.23725,0.119791,1.11608,1.20177,0.420612,converging
-0.343701,0.401514,1.71395,1.17424,0.180746,converging
0.114194,-2.3955,1.98436,0.818295,0.183164,diverging
-0.639638,1.71367,1.80026,1.19132,0.368739,converging
0.364129,0.759865,1.5139,0.842788,0.396756,converging
0.420684,-0.347325,1.09477,0.457766,0.852423,converging
0.850168,-0.222075,0.93994,0.498896,0.605371,converging
-0.0766943,2.72209,2.23335,1.32964,0.0888487,diverging
-0.480606,0.0657685,1.73694,0.940859,0.529358,converging
-1.1816,-1.28282,2.04832,1.13067,0.456626,converging
0.0660077,-3.46433,1.58919,0.710115,0.151654,diverging
1.1102,0.702288,1.26865,0.602959,0.350408,oscillating
1.05523,-1.08888,1.27561,0.582988,0.283421,converging
0.247128,1.90512,2.21603,1.08157,0.0889025,oscillating
-0.22317,0.549878,1.74683,0.523957,0.482402,converging
0.508642,-1.47458,1.5582,0.423655,0.484307,converging
1.47401,-0.718108,1.33553,1.02181,0.0815952,oscillating
-0.0225654,-0.322591,1.3645,0.595967,0.524238,converging
0.683158,-2.68371,1.48156,0.888065,0.165076,diverging
0.797893,1.17458,1.20035,0.84898,0.562299,converging
-0.622319,-1.58935,0.547147,1.61503,0.408768,oscillating
-2.3034,0.341773,1.22719,0.674504,0.25526,oscillating
-1.32764,-3.44894,0.938978,1.52136,0.0925685,diverging
-1.05511,-0.343811,0.505907,1.15816,0.0598855,oscillating
-0.0603845,-0.93046,1.55933,1.02384,0.343766,converging
0.287825,1.73186,2.08606,1.57202,0.4178,converging
0.098057,2.37977,1.84253,0.655495,0.559694,oscillating
0.50156,-4.71488,2.28535,1.2293,0.418895,diverging
0.217483,-1.49838,0.865851,0.975158,0.561641,converging
-0.138001,0.606463,2.12775,1.08137,0.771945,converging
-1.46054,-2.38584,2.26929,1.36984,0.351532,diverging
2.90324,-1.09263,1.60117,0.814333,0.278069,oscillating
0.447144,0.469005,1.97165,0.760004,0.333153,converging
0.307668,2.43354,0.997483,1.25556,0.146018,diverging
0.181845,3.09875,1.62956,1.46649,0.00679328,diverging
-0.624679,-4.88237,2.01439,1.47835,0.996386,oscillating
0.878111,-3.02044,1.27612,0.730467,0.548806,oscillating
0.312832,0.65331,1.96307,0.920575,0.68883,converging
0.129975,-6.81784,1.73847,0.604198,0.315123,diverging
0.272147,1.17528,1.79526,1.03789,0.954127,converging
0.705777,-1.29974,1.56701,0.666448,0.136537,oscillating
-0.928056,-1.38242,1.64599,1.26323,0.45409,converging
-0.965164,0.0188833,1.16487,1.13594,0.0481589,oscillating
-0.34208,-5.42562,0.608583,0.980708,0.109623,diverging
0.485016,2.64924,2.24205,0.639288,0.352658,diverging
0.525,3.82168,1.71832,0.669894,0.0722602,diverging
0.37149,1.54936,1.75006,1.13163,0.229361,oscillating
0.101321,2.69783,1.16608,0.555996,0.062851,diverging
0.261788,0.814562,1.69198,0.936489,0.374998,converging
-0.551523,0.444175,1.01389,0.977494,0.301062,converging
0.937494,2.14927,1.44572,1.06472,0.267321,diverging
-0.258567,-3.53181,1.71362,0.833522,0.914691,oscillating
-1.58486,-3.84667,1.4564,0.523806,0.23603,diverging
-0.418457,0.949833,1.9521,1.06281,0.516075,converging
-0.699463,1.07525,1.30851,0.812205,0.307351,converging
0.753967,-0.496311,1.94413,1.00034,0.42605,converging
-0.221431,2.79601,1.20907,0.881551,0.592233,oscillating
0.523378,-0.850834,1.12441,0.792053,0.199743,converging
-2.06784,1.67213,2.01648,0.850804,0.367322,converging
-0.104756,-2.04897,1.09901,1.51026,0.0516416,diverging
1.29827,-0.679817,1.1237,1.56221,0.582424,converging
-0.267421,-1.91247,1.45574,1.29176,0.449074,converging
1.50854,-2.03088,1.9208,1.40859,0.0154277,diverging
-1.68204,2.97844,2.10796,0.894838,0.144145,diverging
-1.08065,3.20869,1.37265,1.3559,0.220314,diverging
-0.225219,4.58868,1.97478,0.8703,0.316774,diverging
-1.11767,-2.61048,1.51367,0.742793,0.517094,diverging
-0.70371,2.34677,1.58549,0.837147,0.0183523,diverging
-1.96873,2.40748,1.36866,1.11304,0.603388,converging
0.841242,-2.38572,0.681255,0.757397,0.327302,diverging
-0.623432,-0.492572,1.07509,1.10245,0.0376135,oscillating
0.902688,-3.7504,2.06076,0.889427,0.326441,diverging
2.10577,2.74139,1.44041,1.005,0.355143,diverging
2.84724,-3.56311,2.57852,1.08592,0.270841,diverging
-1.04821,2.21833,1.07046,1.0755,0.234584,diverging
2.23697,2.09468,1.22402,1.10622,0.432565,diverging
0.117314,-1.06738,1.08612,1.48848,0.256867,oscillating
-2.3106,2.86308,0.791916,0.977273,0.125612,diverging
-0.502561,-0.427919,2.15461,1.22418,0.723931,converging
-1.02956,-2.35398,0.616183,0.939529,0.248563,diverging
-0.79764,1.23614,2.01782,0.910429,0.00849136,oscillating
-0.952532,3.82521,1.37494,0.871409,0.201693,diverging
-1.39027,-1.12107,2.09579,0.985922,0.506418,converging
-0.853015,-6.39102,2.03976,1.13381,0.450916,diverging
1.1009,-3.12927,1.22383,1.02706,0.546108,oscillating
-0.226388,-1.41894,1.94411,0.552956,0.731944,converging
-0.865731,-3.58301,2.17,1.22075,0.961859,oscillating
0.172594,-0.380514,0.722267,0.716148,0.359724,converging
-0.142872,-2.87909,1.65617,0.937959,0.148573,diverging
-0.33072,5.55615,1.25831,0.890289,0.350249,diverging
1.87143,2.27726,1.24825,0.971019,0.680392,diverging
0.00638009,0.973032,1.51483,0.65923,0.642785,converging
0.673798,1.10685,0.934639,0.520709,0.540709,oscillating
-0.386334,0.537536,1.30898,0.979102,0.105492,converging
0.355204,0.896646,2.78827,1.05452,0.102616,oscillating
0.211636,-1.90938,1.47747,1.14454,0.691619,converging
0.310226,2.55184,1.68384,0.933094,0.611359,oscillating
0.250885,-1.07841,0.73387,0.896241,0.488672,converging
-0.475871,2.6699,1.45033,0.592816,0.837062,converging
0.857543,-0.424675,1.60738,1.04353,0.875173,converging
-0.522555,-0.89236,1.08323,1.05011,0.458013,converging
-0.183616,-1.57114,1.03399,1.28184,0.422108,converging
-0.523165,0.597785,1.9473,1.23048,0.096406,oscillating
1.41822,3.76877,1.69023,0.806236,0.105795,diverging
-1.307,-1.24555,1.34775,0.670211,0.667646,oscillating
0.928043,1.57666,1.71443,1.33613,0.394849,oscillating
0.429712,-2.0668,2.13071,0.924646,0.478342,converging
0.983638,2.93544,2.17094,1.41606,0.234573,diverging
-2.13937,-1.4513,2.55242,0.536019,0.499503,diverging
-0.520379,3.06862,0.971598,0.825592,0.141789,diverging
-0.66132,-0.673303,1.60456,1.11292,0.858257,converging
0.233781,1.67613,1.50732,0.598053,0.553328,converging
-1.05437,3.95731,1.52066,0.930429,0.0245099,diverging
0.381002,2.88659,1.35233,1.14036,0.645929,oscillating
1.1885,0.0834675,1.51254,1.35937,0.645527,converging
-0.397357,1.8521,1.47737,0.960059,0.141708,oscillating
-0.489057,0.251819,2.44185,1.57181,0.121465,converging
-0.420369,-1.2556,1.36868,0.780392,0.12676,oscillating
-0.822874,-2.74753,2.08846,1.00902,0.463299,diverging
-0.54918,-1.38625,1.45163,1.09694,0.15592,oscillating
0.960908,-1.03025,1.57596,1.27153,0.399232,converging
-0.401297,-3.46964,0.843056,0.957012,0.38411,diverging
0.842424,-0.189735,0.889209,0.902659,0.178235,oscillating
0.570835,-4.85384,1.17241,0.994217,0.492494,diverging
0.0455166,-3.22249,1.35234,0.690096,0.544072,diverging
0.668208,5.02516,1.30389,0.86174,0.19026,diverging
0.127419,-4.58564,2.0704,0.628042,0.820428,diverging
0.281887,-1.81641,1.82488,1.64225,0.0418007,diverging
1.54291,-0.861859,1.82727,0.617909,0.519721,converging
-0.363723,-2.69098,1.0932,0.819074,0.568552,oscillating
0.259137,4.20579,1.20701,0.747666,0.663985,diverging
-1.00039,1.38915,1.88108,1.46743,0.059216,oscillating
-0.653207,-1.64743,2.00948,0.808911,0.204582,oscillating
0.757955,0.710817,1.32166,0.827563,0.142166,oscillating
0.104525,0.533613,1.43777,0.771907,0.183131,converging
-0.371016,0.21452,1.21641,0.841646,0.350387,converging
-0.665715,-4.7142,1.51268,1.03868,0.396315,diverging
0.899314,2.46381,0.956977,1.13111,0.443354,diverging
0.304175,2.65083,1.47311,0.757162,0.138542,diverging
-0.0423223,-0.0831055,1.32656,0.794267,0.3724,converging
0.694371,6.47274,1.98111,1.12007,0.32963,diverging
1.87948,1.7648,1.62442,0.816684,0.860619,oscillating
0.0712327,-0.061669,1.47288,0.747629,0.173064,converging
0.462765,-1.78526,2.36378,1.09821,0.177982,oscillating
0.960723,0.974033,0.714736,1.06794,0.321741,oscillating
-1.25785,-0.679877,1.59938,0.880951,0.458796,converging
2.11963,1.83991,0.724348,1.43029,0.333686,diverging
-0.173579,-1.05731,1.07053,1.04007,0.782082,converging
0.550215,0.949178,1.28127,1.15673,0.302868,converging
0.315494,-1.38468,1.73045,1.0954,0.584593,converging
0.0846654,0.867317,1.18005,0.578052,0.195364,converging
-0.20346,2.76652,1.45825,1.17734,0.473126,oscillating
0.374482,0.989275,1.91241,1.11771,0.101429,oscillating
-1.39348,-4.2591,1.48086,1.46409,0.235483,diverging
-1.63435,-1.11048,1.97399,0.54532,0.46409,oscillating
0.172272,-2.40479,1.21138,0.842153,0.10142,diverging
-0.190313,-1.33996,1.11797,0.752598,0.399335,converging
0.844066,-0.197937,1.27705,0.982801,0.479071,converging
0.174612,1.84445,2.62309,0.890176,0.151928,oscillating
-1.93753,-1.73807,2.06114,1.5773,0.467699,oscillating
2.44552,0.62493,0.835583,1.26669,0.34263,oscillating
-0.87618,1.4024,1.29956,1.10658,0.63824,converging
0.899665,-0.380058,0.788195,1.16807,0.197835,oscillating
1.36122,3.16315,1.92047,1.03886,0.298714,diverging
1.16627,0.0468716,1.98364,1.17242,0.40899,converging
-0.346338,-1.2929,2.10944,0.861627,0.196699,oscillating
0.492048,0.10008,1.59538,0.66245,0.338254,converging
0.285474,-0.856996,0.90411,0.858177,0.288737,converging
-1.87747,-2.10925,0.589521,0.992041,0.186854,diverging
0.556052,-1.82285,2.0018,1.16681,0.721376,converging
-0.385711,0.733135,2.04502,0.963092,0.277203,converging
-0.371823,3.89683,1.06531,1.54675,0.271201,diverging
1.00975,1.1021,1.56338,1.21624,0.0539058,oscillating
-0.65008,3.15396,0.900556,1.30273,0.321194,diverging
0.0450526,-2.08856,1.6476,1.10934,0.75496,converging
-0.713687,1.28169,0.976196,1.10326,0.264114,oscillating
-1.2712,0.187603,0.549043,1.16468,0.393659,converging
-1.94221,2.06054,1.35331,1.39244,0.00498758,diverging
0.274253,-3.41523,1.39239,1.42206,0.036622,diverging
-0.462968,0.101781,1.2151,0.808153,0.443695,converging
1.45374,-1.6715,1.9072,0.746058,0.369635,converging
-0.131049,0.744229,1.75227,0.893699,0.415749,converging
1.72456,1.5601,1.71814,1.19059,0.550366,oscillating
-1.33744,-1.68286,2.32153,1.37439,0.454381,oscillating
0.128348,1.58395,1.1415,1.08371,0.285377,oscillating
0.670717,-0.929811,1.56033,1.02714,0.113995,oscillating
-1.17275,-1.71404,1.54597,0.817582,0.0641529,diverging
-0.043412,0.486261,2.62963,1.20234,0.361077,converging
-0.801195,-0.473147,1.55913,0.934762,0.143607,oscillating
-1.88609,-1.29294,2.09747,1.06766,0.184816,diverging
-0.912907,-1.8537,0.891147,1.18023,0.373233,oscillating
-0.756076,-2.0242,1.43013,1.13902,0.199941,diverging
